x,y,stiffness
-10.0,-10.0,10000967.305892512
-9.8,-10.0,10001000.767657362
-9.600000000000001,-10.0,10001033.318008794
-9.400000000000002,-10.0,10001064.821724726
-9.200000000000003,-10.0,10001095.150192617
-9.000000000000004,-10.0,10001124.182850802
-8.800000000000004,-10.0,10001151.808558421
-8.600000000000005,-10.0,10001177.926871339
-8.400000000000006,-10.0,10001202.44920258
-8.200000000000006,-10.0,10001225.299847234
-8.000000000000007,-10.0,10001246.416853622
-7.800000000000008,-10.0,10001265.75272485
-7.6000000000000085,-10.0,10001283.274937386
-7.400000000000009,-10.0,10001298.966266282
-7.20000000000001,-10.0,10001312.82490981
-7.000000000000011,-10.0,10001324.864409503
-6.800000000000011,-10.0,10001335.113365179
-6.600000000000012,-10.0,10001343.614947874
-6.400000000000013,-10.0,10001350.426217146
-6.2000000000000135,-10.0,10001355.617252506
-6.000000000000014,-10.0,10001359.270111868
-5.800000000000015,-10.0,10001361.47763295
-5.600000000000016,-10.0,10001362.342096053
-5.400000000000016,-10.0,10001361.97376904
-5.200000000000017,-10.0,10001360.48935712
-5.000000000000018,-10.0,10001358.010381542
-4.8000000000000185,-10.0,10001354.661512366
-4.600000000000019,-10.0,10001350.5688808
-4.40000000000002,-10.0,10001345.858396908
-4.200000000000021,-10.0,10001340.654097794
-4.000000000000021,-10.0,10001335.076550769
-3.800000000000022,-10.0,10001329.241334455
-3.6000000000000227,-10.0,10001323.257619279
-3.4000000000000234,-10.0,10001317.226866703
-3.200000000000024,-10.0,10001311.241664171
-3.000000000000025,-10.0,10001305.384710237
-2.8000000000000256,-10.0,10001299.727961572
-2.6000000000000263,-10.0,10001294.331950603
-2.400000000000027,-10.0,10001289.245279612
-2.2000000000000277,-10.0,10001284.504294211
-2.0000000000000284,-10.0,10001280.132936092
-1.8000000000000291,-10.0,10001276.142772201
-1.6000000000000298,-10.0,10001272.53319485
-1.4000000000000306,-10.0,10001269.291784726
-1.2000000000000313,-10.0,10001266.39482662
-1.000000000000032,-10.0,10001263.807965627
-0.8000000000000327,-10.0,10001261.486990007
-0.6000000000000334,-10.0,10001259.378725361
-0.4000000000000341,-10.0,10001257.422023853
-0.20000000000003482,-10.0,10001255.54883135
-3.552713678800501e-14,-10.0,10001253.685314944
0.19999999999996376,-10.0,10001251.753033198
0.39999999999996305,-10.0,10001249.67013156
0.5999999999999623,-10.0,10001247.352545815
0.7999999999999616,-10.0,10001244.715197148
0.9999999999999609,-10.0,10001241.673163177
1.1999999999999602,-10.0,10001238.14281048
1.3999999999999595,-10.0,10001234.042875273
1.5999999999999588,-10.0,10001229.29548034
1.799999999999958,-10.0,10001223.827077713
1.9999999999999574,-10.0,10001217.569308143
2.1999999999999567,-10.0,10001210.459769988
2.399999999999956,-10.0,10001202.442691723
2.5999999999999552,-10.0,10001193.469503792
2.7999999999999545,-10.0,10001183.499307161
2.999999999999954,-10.0,10001172.499237332
3.199999999999953,-10.0,10001160.444723988
3.3999999999999524,-10.0,10001147.319647826
3.5999999999999517,-10.0,10001133.116397262
3.799999999999951,-10.0,10001117.835828891
3.9999999999999503,-10.0,10001101.487136481
4.1999999999999496,-10.0,10001084.087634237
4.399999999999949,-10.0,10001065.662460752
4.599999999999948,-10.0,10001046.244210668
4.799999999999947,-10.0,10001025.872501621
4.999999999999947,-10.0,10001004.593484303
5.199999999999946,-10.0,10000982.45930383
5.399999999999945,-10.0,10000959.527520614
5.599999999999945,-10.0,10000935.860499073
5.799999999999944,-10.0,10000911.524772331
5.999999999999943,-10.0,10000886.590390911
6.1999999999999424,-10.0,10000861.130263248
6.399999999999942,-10.0,10000835.219495336
6.599999999999941,-10.0,10000808.93473661
6.79999999999994,-10.0,10000782.353538541
6.99999999999994,-10.0,10000755.55373206
7.199999999999939,-10.0,10000728.612829193
7.399999999999938,-10.0,10000701.60745393
7.5999999999999375,-10.0,10000674.612806533
7.799999999999937,-10.0,10000647.702165019
7.999999999999936,-10.0,10000620.946426876
8.199999999999935,-10.0,10000594.413693435
8.399999999999935,-10.0,10000568.168898774
8.599999999999934,-10.0,10000542.273484338
8.799999999999933,-10.0,10000516.785120003
8.999999999999932,-10.0,10000491.757471662
9.199999999999932,-10.0,10000467.24001497
9.399999999999931,-10.0,10000443.27789441
9.59999999999993,-10.0,10000419.911826296
9.79999999999993,-10.0,10000397.17804415
-10.0,-9.8,10001037.952962961
-9.8,-9.8,10001074.029916434
-9.600000000000001,-9.8,10001109.153344806
-9.400000000000002,-9.8,10001143.179772282
-9.200000000000003,-9.8,10001175.972798072
-9.000000000000004,-9.8,10001207.404630248
